sentence1,sentence2,label,idx,label_ok,CosCls,EucCls,IcmCls,CosAvg,EucAvg,IcmAvg,CosSum,EucSum,IcmSum,CosF_ind,EucF_ind,IcmF_ind,CosF_joint,EucF_joint,IcmF_joint,CosF_inf,EucF_inf,IcmF_inf,model
I've never adjusted the length of time based on number of eggs.,I don't boil eggs enough to keep a feel for the timing...,3.0,681,0.6000000000000001,0.5914761424064636,0.2629284705894367,0.6435804688853122,0.9651365876197815,0.5143651206562487,0.673516458656781,0.9651364684104919,0.7730723077231882,0.17927419421186924,0.9682120084762573,0.6079378016116734,0.3953132525212871,0.8798776865005493,0.5396985478303327,0.391390187064343,0.928950846195221,0.573944150065099,0.325900358569565,glove-twitter-25
I just hold the cheese closer to the edge away from the grater.,"By the wording of the question, I'm pretty sure you're using one of those pyramidal graters or a ""sheet"" grater.",1.399999976158142,682,0.27999999523162844,0.8917878866195679,0.622170383093559,0.8563427076840713,0.9777323603630066,0.6032445652839162,0.5884088383981201,0.9777324199676514,0.40611699269118273,0.31994414678549105,0.9531528949737549,0.26956644865595625,0.5340972038029178,0.9300715327262878,0.5229245833782348,0.8503473153032344,0.9332045912742615,0.3779286987498376,0.4461410004226441,glove-twitter-25
I've stored pancakes in the freezer for over two month and not had any freezer burn.,Its going to depend on the type of packaging and also the freezer.,1.600000023841858,683,0.3200000047683716,0.8833187222480774,0.632980274519169,0.7799488701594458,0.9777547717094421,0.6223449735034504,0.6584640198541347,0.9777548313140869,0.7009575710485523,0.24750271959150308,0.9832514524459839,0.6495868518642437,0.46385152242641503,0.9866370558738708,0.8342672981772983,0.48588578866503723,0.9840124845504761,0.7404135304672803,0.36911332578429357,glove-twitter-25
"Break the bulb into cloves, breaking off the bottom and the dry stick that goes up the middle.",lay down a knife horizontaly on the cloves and hit it.,1.600000023841858,684,0.3200000047683716,0.891361653804779,0.6181600547989332,0.7701533150950219,0.989454984664917,0.7518376737242238,0.6040713807465734,0.989454984664917,0.42598859671439904,0.20156346660339597,0.9876927733421326,0.5068344701960502,0.40982556730472003,0.9822067618370056,0.7994489763139367,0.4530094709152555,0.9841498732566833,0.7605192464633845,0.3563101582527883,glove-twitter-25
"I managed to find this recipe, I think this is where I got the idea.","I've only made a couple of bbq sauces, but they've always come out really well.",1.0,685,0.2,0.8380086421966553,0.5731633178558606,0.606211483425124,0.9927184581756592,0.7507702460108028,0.7908331524155112,0.9927184581756592,0.8412863536212991,0.36751130774841295,0.9899216294288635,0.7392906000005222,0.5763921951680961,0.9760114550590515,0.801283842222244,0.38931942660146573,0.9793248772621155,0.745048053291576,0.38544336068632207,glove-twitter-25
I  believe one cannot taste the difference between minced(canned) and fresh garlic once it is cooked.,"In my experience, fresh garlic is great for when you want texture, or to slow down the flavour infusion.",1.7999999523162842,686,0.35999999046325687,0.7941218018531799,0.49268394090942746,0.6880942856865333,0.9861257672309875,0.7099043653524463,0.5354605772464369,0.9861257672309875,0.7517326515580663,0.397951931867967,0.9569379687309265,0.4374690925539487,0.6103183331333987,0.8886979222297668,0.4837839622617548,0.6751002249274294,0.9238460063934326,0.45217561573384024,0.5686660422302166,glove-twitter-25
I grill salmon that I get with the skin on.,Salmon is a great choice and it's readily available pretty much everywhere.,1.7999999523162842,687,0.35999999046325687,0.4871441125869751,0.28023938212647803,0.45693573663262843,0.9677357077598572,0.5213893996612741,0.6315442081059699,0.967735767364502,0.7772273392501692,0.143077788281237,0.9573426246643066,0.5538313416308304,0.3475325004252533,0.9461939930915833,0.6945910014996171,0.44440964265161415,0.9460258483886719,0.5993038133112643,0.3317478777904381,glove-twitter-25
"The recipe I work from has you put the meat in the freezer, then pan sear it.","Starting with a whole chilled piece of meat, I quickly pour boiling water over all the outside surface.",1.399999976158142,688,0.27999999523162844,0.5732203125953674,0.3548117789392652,0.508262240123301,0.9805646538734436,0.6523347808199758,0.5629770377275991,0.9805647134780884,0.7713356021381927,0.3373671090519679,0.9594748616218567,0.4840523761582691,0.5582007006471209,0.9383924007415771,0.6441315011373214,0.5529880492552948,0.942775547504425,0.5325364989568169,0.5256111097029526,glove-twitter-25
"They don't taste identical at all, and even more important, they don't smell the same.",Black pepper and white pepper are differing preparations of the fruit of the Piper nigrum plant.,2.5999999046325684,689,0.5199999809265137,0.4801558256149292,0.23672950023939143,0.46269900769104716,0.9313826560974121,0.30254395176962123,0.5700991186413467,0.9313825964927673,0.41018244011089844,0.2852008377337572,0.9263802766799927,0.23997245312682702,0.4957893797491788,0.9257692098617554,0.6274350634625007,0.47528545572161035,0.922356128692627,0.49227525244227677,0.42557049579035916,glove-twitter-25
This depends on the shelf life of the cultivar of tomato you purchased.,"Tomatoes will last longer if kept in the fridge, but I actually recommend against keeping them there.",2.0,690,0.4,0.7108830213546753,0.4573509060320833,0.5705437774345743,0.9725648760795593,0.5836715051166993,0.6089877845502869,0.9725648760795593,0.5637268313596979,0.24707547354326728,0.9591875672340393,0.460673946178895,0.46850413850562256,0.9502477645874023,0.6212727731884586,0.5794552968079911,0.9514340162277222,0.6184268899557925,0.4113312226673968,glove-twitter-25
Coagulated egg proteins in combination with gluten give baked goods the supporting structure they need.,There are basically two types of cakes: butter and sponge (or Génoise).,1.0,691,0.2,0.22033454477787018,0.189812613269966,0.30612692719270657,0.9504090547561646,0.5260838418317071,0.3856241330387566,0.9504090547561646,0.7469757700698312,0.15151098517514958,0.9128539562225342,0.37798629993746713,0.3328081286237274,0.9023733735084534,0.579437008042103,0.45267386490920297,0.8889250755310059,0.4356123828556424,0.3556878045675031,glove-twitter-25
A common one is haddock and is in season pretty much year round.,"White fish are, as a rule, more delicately flavored than darker fleshed fish.",1.399999976158142,692,0.27999999523162844,0.650565505027771,0.5381081708013034,0.4324761465770872,0.9333080053329468,0.3225551558214842,0.42190309737392456,0.933307945728302,0.6857797144600516,0.1598643434900429,0.8651745319366455,0.1983158456215407,0.34002400534346855,0.8067478537559509,0.2670700115177457,0.497283140487966,0.8117989897727966,0.21749106667549278,0.33403498926884934,glove-twitter-25
Good cheddar has little chunks of calcium lactate on/in it - could it be that?,"I have two suspicions: One, you're undercooking your roux, the flour and butter mixture, and not fully incorporating the flour.",0.6000000238418579,693,0.12000000476837158,0.3709568977355957,0.21434756383558184,0.39827997510870383,0.9886332750320435,0.757758476026706,0.4849767512997197,0.9886332750320435,0.4466303175361088,0.30017158095283586,0.9652892351150513,0.3572318168034002,0.5507396468928341,0.9073171615600586,0.5162172472043494,0.61244429006864,0.9321635365486145,0.4296082959572737,0.5570462780502727,glove-twitter-25
"Copper can be useful for certain tasks due to the its metallic properties (heats quickly, distributes heat evenly, etc.","Probably subjective, but ... Good clad stainless steel will give you much better cooking performance per dollar than copper.",1.399999976158142,694,0.27999999523162844,0.24727147817611694,0.21047709327074582,0.31951129701792635,0.9761622548103333,0.6498374822153257,0.3198089659831926,0.9761622548103333,0.766127289919583,0.28550551408426006,0.9547278881072998,0.4630580189527653,0.5329190457488169,0.9319489002227783,0.5830591171308658,0.7550354516369717,0.9395056962966919,0.4628466527945996,0.671327756632476,glove-twitter-25
"She obviously has a legit excuse, although she could have been more responsible and ""have"" told you in advance.",The first have covers both been more responsible and told you in that sentence.,0.4000000059604645,695,0.0800000011920929,0.7824158072471619,0.5661569416662431,0.5741363766008192,0.9861244559288025,0.6531421392759313,0.7120881382978399,0.986124575138092,0.5552063049808862,0.362852313030618,0.9819808602333069,0.5238086437658092,0.5675273353856789,0.9553850889205933,0.7099011793624928,0.5269121403324473,0.9643617272377014,0.5649814158302697,0.3997031470771835,glove-twitter-25
In some cases the implication could even be that Tom does not love her.,There is no implication about Tom whatsoever in such a sentence.,1.7999999523162842,696,0.35999999046325687,0.817176103591919,0.5264719554646108,0.7674650626842611,0.9752808213233948,0.5593987940148173,0.5942381930596883,0.9752809405326843,0.6578165198828763,0.16128172253851247,0.9602627754211426,0.5099699399967874,0.3669213645151461,0.9464882612228394,0.6709974926558194,0.5242318307713068,0.9483680129051208,0.6243489744866302,0.34039410231758666,glove-twitter-25
I agree with others (and yourself) in that I have never heard this phrase in English.,I have never heard or seen the phrase you mention.,4.0,697,0.8,0.894920289516449,0.6299632523162251,0.6842127471642503,0.9848241209983826,0.6778274279113541,0.750870153910896,0.9848240613937378,0.4638017913064062,0.22526195396786572,0.9697633981704712,0.39211746938659975,0.4330540352195176,0.9338099360466003,0.65251766697375,0.4693719278223188,0.9367454051971436,0.5150817298246155,0.31503481066194783,glove-twitter-25
"The assertion is false, at least as you've restated it here.","""I had mainly been"" is fine, in the context you're using it.",0.6000000238418579,698,0.12000000476837158,0.07436617463827133,0.09668871666941681,0.2429023791169443,0.9884470105171204,0.7320516619126565,0.6410479429187548,0.9884471297264099,0.7375282558261064,0.21163899973857925,0.9910658001899719,0.7097011903497454,0.43569141102630293,0.9896122813224792,0.8652004974292193,0.43130606166412405,0.9882286190986633,0.7901262204198732,0.38922587760534716,glove-twitter-25
I'd suggest you look to the constructions of the native language(s) of your students.,"As bikeboy389 said, you can learn a lot by looking at students' native languages.",2.799999952316284,699,0.5599999904632569,0.9026795625686646,0.6879554731977935,0.6686423155313639,0.988917350769043,0.7496717393374643,0.5847593154434494,0.9889172911643982,0.7579153145415671,0.2754572524354103,0.9807284474372864,0.615493474174875,0.5043902320370729,0.9624120593070984,0.7228142256435599,0.6094290401462481,0.9691787362098694,0.6886771494942436,0.4444402265183502,glove-twitter-25
"I see some references to status as uncountable as well, but that doesn't make much sense to me.","There are some cases ""status"" may be accounted of countable.",2.5999999046325684,700,0.5199999809265137,0.8719133138656616,0.6297037278916869,0.725276573811233,0.9778727889060974,0.5030594978907543,0.520530980124581,0.9778727293014526,0.239824268809276,0.2087195176450849,0.9489911198616028,0.19525474605775905,0.42235445989481574,0.9062833189964294,0.5519305437481428,0.5876556776778437,0.9213943481445312,0.5092302477994675,0.38288715993216477,glove-twitter-25
"If I understand you correctly, you are looking for a hypernym of inclusion and exclusion.",Inclusion is the act of including and exclusion is the act of excluding.,2.5999999046325684,701,0.5199999809265137,0.870648980140686,0.5925318293100956,0.8350104556815215,0.9699341058731079,0.5666350263177153,0.6250201442112682,0.9699341058731079,0.718552616473924,0.21062993303127317,0.9841927289962769,0.6603875056902677,0.4316165375926755,0.9627881646156311,0.7118640521396,0.6078559399418952,0.9696688055992126,0.7083967310944068,0.33317290150153583,glove-twitter-25
"Firstly, you should be aware that there are two different kinds of dashes: the en dash and the em dash.","Semicolon is used to join sentences that can stand alone, but are joined to emphasize their relationship.",0.6000000238418579,702,0.12000000476837158,0.6552518606185913,0.3817904829672374,0.595316684724588,0.9817212224006653,0.6809500820684211,0.5193807076532191,0.9817212224006653,0.7119920885170083,0.3680834878502125,0.9270327091217041,0.26699718883939416,0.5650136436288294,0.8808116316795349,0.4933064215030495,0.5622331293838005,0.8857446908950806,0.3391060381619476,0.4853385543922856,glove-twitter-25
"Pardon the brevity of this answer, but I would say ""named"" is preferred within the context of your example.","Named is preferred in your example, since you are formally giving a name to your method.",4.400000095367432,703,0.8800000190734864,0.9047383666038513,0.6430481163969075,0.8815237631017693,0.9892560839653015,0.7398283903173587,0.5795573959509679,0.9892560243606567,0.7052068339819612,0.3760278715784541,0.9829778671264648,0.609204637624923,0.5991271335568078,0.9816084504127502,0.7985379913259509,0.5038810117558923,0.980539858341217,0.702869450602339,0.5344168425718687,glove-twitter-25
"In standard English, I think ""don't got"" has the same register as ""ain't"".",I'd say the expression I don't got... is generally rare in spoken AmE.,2.200000047683716,704,0.4400000095367432,0.5562136769294739,0.46115999120877693,0.39968099354266895,0.9682719111442566,0.5771279516439164,0.5554082114190464,0.9682719111442566,0.6185775190759271,0.2944095023813781,0.9338894486427307,0.3147147817252438,0.5114957616262551,0.9279174208641052,0.6207344398254934,0.5551478850951841,0.920600414276123,0.44816741473070987,0.45831079133467695,glove-twitter-25
"The ""more posh"" words are usually Latin (occasionally Greek) in origin.","As Shinto pointed out, vulgar words exist in every language.",1.0,705,0.2,-0.11622770875692368,0.2606237915839589,0.1795598837380187,0.9611903429031372,0.6219277948948381,0.26473651675724724,0.9611904621124268,0.7552049009032669,0.10205367788057151,0.957175612449646,0.5680176790247902,0.2886906789802633,0.9596444368362427,0.7063693871550587,0.5658561130095434,0.9555837512016296,0.5984998596092646,0.44975976487550867,glove-twitter-25
"I'm American, and I've never heard the bathroom referred to as St. John's.","In situations like these, I tend to lengthen out the phrase.",0.0,706,0.0,0.48309555649757385,0.31008782404000335,0.453367105367561,0.9694940447807312,0.5489350377683153,0.6434581027771342,0.9694940447807312,0.5515699417040816,0.22525431100354296,0.9563114047050476,0.4457955361918893,0.4459357845908425,0.9407808780670166,0.6408900110315403,0.5209711394568217,0.9408916234970093,0.5829264748188069,0.3923328713918311,glove-twitter-25
The room used for defecation is almost always referred to by euphemism.,"I'm English, and would probably use 'toilet' most of the time, and always in the context of a private home.",1.600000023841858,707,0.3200000047683716,0.8661732077598572,0.6367070290098757,0.6636590104360025,0.9754369258880615,0.5325965767827843,0.6146739252721216,0.9754369258880615,0.11310853786970376,0.29336009298170923,0.9631838798522949,0.19388282988060768,0.5036430470062662,0.9292389750480652,0.6159603747458156,0.5117178900512123,0.9440872669219971,0.5603927319462352,0.4140802952967439,glove-twitter-25
I can only think of context using insofar as or insofar that.,The form insofar is American English; the standard form in British and other English is 'in so far'.,1.7999999523162842,708,0.35999999046325687,0.7114384770393372,0.49168233792690985,0.5192123542168179,0.9665031433105469,0.5679837924092157,0.5492505441217519,0.9665032029151917,0.5360606189747643,0.223966775496693,0.9341847896575928,0.3419158762352844,0.4074808098599782,0.8967378735542297,0.5325215759681987,0.40899939668375757,0.9188469052314758,0.5050495161141837,0.34417331825097275,glove-twitter-25
"As others have said, ""ten of six"", though not used in many English speaking areas, would be understood as 5:50.","""Ten of six"" probably means 5:50 but I have not heard it before.",3.799999952316284,709,0.7599999904632568,0.5547058582305908,0.4469355810829032,0.4119600331463458,0.9819220304489136,0.6699589818498006,0.5724036924263238,0.9819219708442688,0.42315567235987184,0.33675224125738834,0.9671028256416321,0.3806355979305218,0.5244135841890377,0.9547116160392761,0.7140897721377955,0.4137789078947289,0.9571561217308044,0.48360297519150575,0.4153000094903337,glove-twitter-25
"Certainly many usage guides have advised against use of this ""singular they"" on various ""logical"" grounds.","Second one  (for writing purpose), if I believe the ""THEY/THEIR (SINGULAR)"" article.",3.0,710,0.6000000000000001,0.9063497185707092,0.6991286582036059,0.6992908276482102,0.9221847057342529,0.42434009514849624,0.27508972915841895,0.9221845865249634,0.6110113452438009,0.22652640859097958,0.9280666708946228,0.36183988599815575,0.45346320539631446,0.9154509902000427,0.5267417188762947,0.7024326896951527,0.918062686920166,0.4375054305014129,0.5397194044314553,glove-twitter-25
"This may be overly obvious, but in American English, saying ""you're welcome"" is certainly polite and standard.","I'm not sure how ""Not at all"" sounds in response to ""thank you"".",1.399999976158142,711,0.27999999523162844,0.6722058653831482,0.41896258461958347,0.5972681764678353,0.9788008332252502,0.6422306246341385,0.5442692987625222,0.9788007736206055,0.7065572451838902,0.38021899528708175,0.9502975940704346,0.4094775094098101,0.5710157019124215,0.8948417901992798,0.568966055245267,0.4266980447591667,0.9066645503044128,0.40522284191275126,0.48039014113481987,glove-twitter-25
"Back in the day, ""cable"" was used to describe communications sent abroad.","The word ""cable"" has its origins in the days of the telegraph.",3.0,712,0.6000000000000001,0.7566440105438232,0.4759849105664792,0.6494997835950818,0.9747411608695984,0.6370666340713775,0.45335102375162145,0.9747413396835327,0.807401696521279,0.18035623820067764,0.9495394825935364,0.49973858775832236,0.3987405867645953,0.9411494135856628,0.65517268696562,0.5557885984727686,0.9387960433959961,0.5476854304880012,0.4537566690225487,glove-twitter-25
Those expressions could have slightly different meanings especially when talking about finance.,I suspect the phrase originated in the habit of drawing the internet as a cloud shape on network diagrams.,0.4000000059604645,713,0.0800000011920929,0.2848987579345703,0.35116735513454544,0.30024299667388604,0.943113386631012,0.45496923486812757,0.4715420066857497,0.9431134462356567,0.5295675015753849,0.20142348310626856,0.9399506449699402,0.3447735482964097,0.4091852046472083,0.9357288479804993,0.6227922859284303,0.6145053684253203,0.9357566833496094,0.4924745584301835,0.3930348024094837,glove-twitter-25
"In the United States, jails are operated by cities and counties (or equivalent).","Jail is a municipal level, prison is on a state/federal/provincial/territory level.",3.5999999046325684,714,0.7199999809265137,0.9047383666038513,0.6430481163969075,0.8815237631017693,0.9275614023208618,0.4004310860091117,0.39622280075383437,0.9275614023208618,0.6451184423518854,0.13893081789065007,0.9237222075462341,0.38236139964167626,0.33711188899751865,0.9280783534049988,0.6163227005539718,0.5389332618471159,0.9241015315055847,0.4763492143627147,0.4331549818652101,glove-twitter-25
"Yes, your sentence will be clearer if you write the actual word instead of the slash.","Most style guides recommend against using the slash in phrases like “X and/or Y”, as well as  “this is hard/impossible to do”.",3.4000000953674316,715,0.6800000190734864,0.6376895308494568,0.4830044283349382,0.4563201400129099,0.9697059988975525,0.557072863753399,0.5413019424188743,0.969706118106842,0.5424893168974512,0.4062887557586223,0.9430464506149292,0.3018480093578024,0.594598296791246,0.9385266900062561,0.6762824664545505,0.4323626215028686,0.9405816793441772,0.4611937686247638,0.48463780229807546,glove-twitter-25
"If you understand yourself and your enemy, you will be far more likely to win any battle.",Another meaning behind this quote aside from probabilities of winning a theoretical battle is the importance of knowing/understanding others.,2.799999952316284,716,0.5599999904632569,0.7768888473510742,0.46035664330308623,0.6059415291697556,0.9625816345214844,0.44024115015764753,0.619921302267767,0.9625816941261292,0.6214494510798099,0.3429792595874919,0.9633758664131165,0.49733356078373925,0.5361997373881189,0.956673800945282,0.7274248011426068,0.4318320420832746,0.9570553302764893,0.6437614303971856,0.3817414821307627,glove-twitter-25
There are a lot of push up variations you can do and they all stress different muscle systems.,There are several different pushup variations out there and most of them provide a unique advantage.,4.199999809265137,717,0.8399999618530274,1.0000001192092896,1.0,0.8366307488745494,0.9848973751068115,0.6893160953332338,0.618944422045095,0.9848974347114563,0.7392719076401697,0.3055637139955117,0.9722887873649597,0.5591379757857378,0.5191823363362916,0.9534318447113037,0.6939652842106256,0.5716102492355675,0.9562169313430786,0.6328128929180322,0.41291357371189347,glove-twitter-25
You definitely do NOT want to be supporting your weight with your arms on the bike for normal riding.,"No, don't support your weight on your arms Your hands simply aren't really made for supporting all that weight.",4.199999809265137,718,0.8399999618530274,0.5245168209075928,0.36700136208258227,0.4576987358445891,0.9944013357162476,0.8017672165067128,0.7928934871408477,0.9944013357162476,0.7442182407283169,0.5283182348769313,0.9683097004890442,0.47816081064314,0.6974253736050189,0.9447405338287354,0.6903342553093446,0.45483787615738985,0.9482219219207764,0.5992647999185341,0.4306312604518931,glove-twitter-25
"Yes, you should stretch before running, but not the sit down and reach kind of stretching.",Neuromuscular Activation and Dynamic Stretching Here is an excellent video on a dynamic stretching routine for running.,1.7999999523162842,719,0.35999999046325687,-0.19895055890083313,0.14388595732079357,0.1477867093951271,0.9406553506851196,0.34088427627736906,0.42533817949845326,0.9406553506851196,0.5313278886103696,0.25019584400583605,0.9672784805297852,0.5338245799507184,0.4666583088638572,0.9762210845947266,0.7913913014714001,0.5123847451155286,0.9720145463943481,0.668222228906735,0.4359273382325462,glove-twitter-25
"I feel your pain - I absolutely pour with sweat with any vigorous exercise, even in cool conditions.","Sweat rate is sweat rate, you can't really control it.",1.0,720,0.2,0.4973466396331787,0.35973612870090654,0.41795232380785863,0.979224443435669,0.654631173047562,0.5509583931578399,0.9792246222496033,0.5840905052612865,0.2244621785477957,0.9629329442977905,0.4195722814810071,0.4427351144678021,0.9540637731552124,0.7042567220009504,0.48863369143006513,0.9582107663154602,0.4834219185622609,0.4306755290271583,glove-twitter-25
Running downhill is the BEST way to strengthen your quad muscles.,"Additionally often people will think a downhill marathon is easier, but in fact, is often harder than an uphill marathon.",2.0,721,0.4,0.4757739305496216,0.40780146781862325,0.37884307950190665,0.9661945104598999,0.5812629725358356,0.4893614999577352,0.9661945104598999,0.3542284143583351,0.21986780161927502,0.9341379404067993,0.2311391239385323,0.41778808922757893,0.8859909772872925,0.5157799647343873,0.5268240936792183,0.9027554392814636,0.3852223111964941,0.37723846614986595,glove-twitter-25
I recently stumbled on a great article that talks about protein consumption for the purposes of building muscle (recovery included).,Low reps with high weights don't add mass because the duration of the exercise is kept short.,1.0,722,0.2,0.527744472026825,0.4964152789971693,0.36404132368915443,0.9726297855377197,0.6226521603740309,0.4574149853471768,0.9726297855377197,0.6893788993435541,0.3378695905302559,0.9412994384765625,0.3631703746899636,0.5401406700457182,0.8961604237556458,0.5719289448339531,0.41894243564273753,0.9095925092697144,0.3898420333598277,0.48735822708777027,glove-twitter-25
"Rotate through square, lunges and calf raises doing each until you feel a little burn.","Air squats, forward and side lunges, sprawl, wall chair, and lots and lots of jump rope.",1.600000023841858,723,0.3200000047683716,0.4248960614204407,0.29902824261640537,0.4057517790805383,0.9744472503662109,0.6667504264892747,0.371735117456715,0.9744472503662109,0.71455166268993,0.24021780209170168,0.9698826670646667,0.563859747282721,0.4666902539612219,0.9692551493644714,0.769707131411274,0.45856845218824677,0.9642061591148376,0.6092683463293356,0.540755088675674,glove-twitter-25
"If you're doing a full body workout 6 days a week, you absolutely need the rest week.",There are both physiological and neurological reasons to build in rest.,2.5999999046325684,724,0.5199999809265137,0.8912323117256165,0.6193819315301115,0.8361998312407463,0.957635223865509,0.4544174965168559,0.5901480059815385,0.9576352834701538,0.3883046860299517,0.20568276381776313,0.9705386757850647,0.40986024990872894,0.4223931369610088,0.9807530641555786,0.8102754970270718,0.429322319130692,0.9782597422599792,0.7247315835471446,0.3837474793143146,glove-twitter-25
I've noticed a remarkable difference when I run on the treadmill vs when I run on the road.,A treadmill won't prepare you for the impact of running for real.,3.200000047683716,725,0.6400000095367432,0.40713053941726685,0.27399750930818323,0.3879524587849863,0.9862314462661743,0.7055166542857234,0.6778499726038727,0.9862316250801086,0.5761544014718689,0.282073280279169,0.9754094481468201,0.511931802801872,0.49013484347906533,0.9669697284698486,0.7716406897536814,0.3748433465473911,0.9670720100402832,0.668430420081077,0.36536429029103495,glove-twitter-25
Google search for Travel WODs has whole lots of results which you can use.,"As @Sarge says, this is for a doctor to diagnose properly.",0.4000000059604645,726,0.0800000011920929,0.4868279695510864,0.4270262922088366,0.384929286491981,0.9548155665397644,0.5182785520364662,0.4715911889676008,0.9548155665397644,0.738440856839356,0.16094506298787487,0.964248776435852,0.5936917275701082,0.3703759124248972,0.9559733271598816,0.6945649677417247,0.4902523580467076,0.9572140574455261,0.6556059586982048,0.3634345105080394,glove-twitter-25
"Since you're being kind of vague here, I can only give you a vague answer.","In general, warming up your muscles only requires performing the movement with lower weights.",0.0,727,0.0,0.5176784992218018,0.2678056499157663,0.49143727808404125,0.9478603005409241,0.4084863964874872,0.5371392361801588,0.9478603005409241,0.5790160500903703,0.24517695686289967,0.9011625051498413,0.23411922349365744,0.4236967255663926,0.860783040523529,0.47963718677700384,0.4707587685087075,0.8642246723175049,0.37087874637539475,0.35118962217272054,glove-twitter-25
"First of all, as a general matter of fact you suppose to change your workout routine in every 3-4 weeks.","You can mix those, but in my experience, it will be very difficult at first.",0.0,728,0.0,0.8737219572067261,0.6097998058875665,0.7756832775575043,0.9895331859588623,0.7275344696484005,0.7447330109043275,0.9895332455635071,0.7616189400578499,0.4122010663475493,0.9775922298431396,0.5861689634073701,0.6025773310904764,0.9810807108879089,0.8249847516560918,0.41687107004822294,0.9753483533859253,0.7226461512581568,0.42459770711179673,glove-twitter-25
"Properly executed weight training will increase, not decrease, your flexibility and mobility.",I've seen guys that are still very flexable while lifting weights.,2.200000047683716,729,0.4400000095367432,0.466810405254364,0.3066775698255889,0.4139563700941648,0.9206028580665588,0.35809342561064295,0.4118924885960959,0.9206027388572693,0.6917256371026917,0.1358083087008489,0.9151509404182434,0.39505160710475185,0.3201170971994923,0.8946486115455627,0.5194319173992705,0.6030942801142245,0.8950173854827881,0.4620155645475026,0.32076868166296585,glove-twitter-25
I think it is still feasible to store seeds until the next year.,"I haven't tried storing tomato seeds myself, but I have tried to store pepper seeds (and they are closely related).",1.5,730,0.30000000000000004,0.960374116897583,0.779155999650022,0.8480085638572376,0.9815037846565247,0.6288511974992376,0.6094665326354467,0.9815037846565247,0.40646593564321243,0.32816758556338077,0.9646623730659485,0.3379663185612859,0.543734017180699,0.9430255889892578,0.6781347637930841,0.4361477804074109,0.9501615166664124,0.4525297778281884,0.4400341180444253,glove-twitter-25
It is not recommended to use greywater on vegetables that you will eat directly.,Adding soap to water allows the water to dissolve oils.,0.6000000238418579,731,0.12000000476837158,0.5673904418945312,0.33859814572032443,0.474706989254433,0.9440894722938538,0.3527401181712341,0.5460745241557219,0.9440894722938538,0.5924757902905264,0.12839166948779737,0.9351798295974731,0.39134752273942985,0.31890658123861737,0.9097952842712402,0.5364822750928235,0.6455313146545334,0.9164350628852844,0.5395010960631871,0.31666437759031585,glove-twitter-25
"Yes, you can add coffee grounds with their filters to your compost pile.",Absolutely ok; we have incorporated coffee grounds into our plant food and many of those grounds included the paper filter.,4.0,732,0.8,0.7776787877082825,0.5753681150601218,0.5587426767024053,0.9803752899169922,0.6908222312140926,0.4620868460276832,0.980375349521637,0.5551564701132685,0.2546279165073322,0.9696504473686218,0.5012182978401234,0.4646202370556446,0.9345371723175049,0.6082788438616753,0.5803896200559988,0.9469674825668335,0.6065640643975322,0.3928356822400489,glove-twitter-25
There are no post-emergents that specifically kill crabgrass without killing lawn grass.,I brought an Ace product that kla crab grass and you can use it below 90 degrees.,1.7999999523162842,733,0.35999999046325687,0.8072217702865601,0.5582234604509841,0.6165322508924573,0.9660110473632812,0.5858701244990145,0.41027304604191334,0.9660110473632812,0.6099041756576249,0.14212890991797264,0.9405393004417419,0.42655363718893824,0.3356238380953241,0.9167764186859131,0.5845003169405926,0.5153975139982074,0.9138270020484924,0.5038836646973006,0.3708449285366082,glove-twitter-25
Pick them as soon as they are as ripe as you want them.,I live in Delaware and have already harvested my jalapeno and chili peppers.,0.6000000238418579,734,0.12000000476837158,0.7155969738960266,0.4365932455649928,0.6160646875992224,0.9275963306427002,0.28225577167972316,0.575024948415616,0.9275962710380554,0.642342694608866,0.17222714226364702,0.8937516808509827,0.2688924791182802,0.37561624208464756,0.8697386980056763,0.4421114448028093,0.5700580865858653,0.8641045689582825,0.33807013559033994,0.347811888617671,glove-twitter-25
Thistle is classified as a noxious weed in most places and must be controlled.,"I've got the same problem, where there are fields of dandelions just beyond the borders of my gardens.",1.600000023841858,735,0.3200000047683716,0.8956652879714966,0.6412398003361923,0.8224703867119937,0.9767253398895264,0.5658110866289546,0.5025679688492957,0.9767253994941711,0.4434456321864425,0.2568670227853329,0.9704939723014832,0.43655061153975994,0.49798984442809036,0.9348022937774658,0.6254366928552362,0.5860236376520165,0.9505995512008667,0.5860499890647544,0.5020990731893358,glove-twitter-25
Support is good for eggplants as the fruit may become heavy and can even break the branches.,"Some support won't hurt, especially if it is a large fruited variety.",2.4000000953674316,736,0.48000001907348633,0.7260524034500122,0.4472650198672823,0.6259311371923925,0.9856144189834595,0.7021055431061267,0.6242341398923494,0.9856143593788147,0.7314735171679636,0.2378781430643296,0.9799525141716003,0.6259147882657026,0.4524576016752949,0.9642054438591003,0.7392691027007257,0.5370599558374931,0.964030921459198,0.6673969603370067,0.37026318876391645,glove-twitter-25
"To paraphrase a common saying, ""One man's weed is another man's lawn"".","First, let me say I've no experience doing battle with Bermuda grass.",1.0,737,0.2,-0.16630476713180542,0.16506908002914011,0.16013535052235517,0.9827457666397095,0.6925480901328035,0.5146181600140598,0.9827457666397095,0.7805891163615484,0.22249845782804953,0.9602581262588501,0.5292939382451536,0.43710960187461834,0.9281768202781677,0.630355833394109,0.5108161228852919,0.9386743903160095,0.5465409897360051,0.4350855279484433,glove-twitter-25
